Date Purchased,Receipt Number,Customer Name,Customer Address,Phone Number,Email,Store Location,Product Name,Product Code,Bar Code,Material Name,Color,Weight,Supplier,Lot Number,Price,Quantity,Tax,Total Price
2025-04-07,fbc398d8-2d6b-4882-b2e5-88e94b4f3b2e,Joseph Floyd,"4204 Karen Bypass, Lisaville, 81255",+1-838-638-4066x65800,joseph.floyd@hotmail.com,"3973 Fischer Plains, Port Jenny, 25863",Standard PLA Filament,PLA-230,1.22816E+12,PLA,Red,750,3DFilaments,L7624,41.72,4,11.68,178.56
2025-04-07,3d877034-7217-4fa3-9893-ef12ab3f8d22,Eugene Singleton,"57202 Carlson Trail, Tracyshire, 72611",(158)328-1826x886,eugene.singleton@gmail.com,"3355 Carter Terrace, Barajastown, 15537",Flexible TPU Filament,TPU-238,9.93056E+12,TPU,Purple,500,ProtoPolymers,L1444,22.51,4,6.3,96.34
2025-04-07,d255a4de-9330-4a83-9208-7e208ede9b46,Rhonda Short,"8877 Kenneth Run, West Willie, 13078",(880)133-6138,rhonda.short@hotmail.com,"612 Stephen Isle, North Charlesburgh, 33519",Flexible TPU Filament,TPU-565,3.46677E+12,TPU,Yellow,500,PrintPro,L5262,31.36,2,4.39,67.11
2025-04-08,d9f93502-a55b-444f-a7d7-3d1d69a3b991,Adam Cortez,"90158 Keith Spur, Catherineport, 57868",(607)283-2684x2450,adam.cortez@hotmail.com,"210 Ashley Lock, West Jasonstad, 28253",Transparent PETG Filament,PET-358,8.22239E+12,PETG,Clear,750,ProtoPolymers,L5558,42.55,4,11.91,182.11
2025-04-08,6fa5d3b0-a40d-4ea5-bd64-987eb652ae99,Melissa Randolph,"781 Powers Glen, East Jessicafort, 43866",(231)491-3577x594,melissa.randolph@hotmail.com,"299 Aguirre Meadow, North Lawrence, 29536",Standard PLA Filament,PLA-329,4.52578E+12,PLA,Blue,750,PrintPro,L9837,21.55,3,4.53,69.18
2025-04-08,28c2cce9-723b-40d4-a3ef-5561839e7623,Gregory Obrien,"2834 Jessica Brook, Port Bonniefurt, 77838",084.887.2563,gregory.obrien@hotmail.com,"427 Randy Parkway, Lake Johnburgh, 99749",Standard PLA Filament,PLA-959,2.99275E+12,PLA,Blue,1000,PrintPro,L1508,48.48,2,6.79,103.75
2025-04-08,a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Mike Williams,"85677 Bill Run, Dakotahaven, 83543",498-926-6591x846,mike.williams@gmail.com,"655 Sparks Rapids, New Nicolemouth, 22207",Standard PLA Filament,PLA-677,4.32226E+12,PLA,Red,1000,MakerStuff,L4908,23.78,1,1.75,25.44
2025-04-08,d209383b-9528-4c0a-8b6b-f5622488c84d,Timothy Mendoza,"92603 David Ramp, East Crystal, 05637",001-202-428-6990,timothy.mendoza@hotmail.com,"413 Obrien Mountains, Jacksonchester, 79254",Pro ABS Filament,ABS-896,2.98426E+12,ABS,Black,750,3DFilaments,L7043,25.02,1,1.75,26.77
2025-04-08,41ff81d1-689d-4205-8b31-f4d8e073c1d0,Paul Rodriguez,"88629 Gregory Ridges, Port Amandaville, 12715",298.068.6508x6376,paul.rodriguez@yahoo.com,"916 Jonathan Trafficway, Port Christopher, 78920",Standard PLA Filament,PLA-506,3.00982E+12,PLA,White,750,PrintPro,L1420,47.86,4,13.4,204.84
2025-04-08,8cf29000-cd04-4001-96a3-dcccc93c9cc6,Michael Moore,"944 Cunningham Ridge, Victoriafurt, 99456",688.725.8874,michael.moore@yahoo.com,"562 Julie Mission, North Jason, 53003",Pro ABS Filament,ABS-970,9.02601E+12,ABS,Black,500,MakerStuff,L2669,40.91,3,8.59,131.32
2025-04-08,33478a91-9609-498e-a7cb-a27a65281970,Jose Wood,"066 Dawson Ranch, Port Lorifort, 58037",3843098839,jose.wood@gmail.com,"053 Theresa Corners, Kimberlystad, 88274",Standard PLA Filament,PLA-170,8.01185E+12,PLA,Blue,1000,PrintPro,L6688,35.97,3,7.55,115.46
2025-04-08,bfb0942c-ac77-4762-a620-516717cf775f,Catherine Lee,"9042 Hunter Points, New Kellyville, 67778",894-769-7357x790,catherine.lee@yahoo.com,"41633 Gutierrez Knoll, Lake Marilynbury, 38156",Flexible TPU Filament,TPU-208,5.18276E+12,TPU,Purple,1000,3DFilaments,L1207,45.48,4,12.73,194.65
2025-04-08,08560684-8a6f-44b3-b08d-312e7a732f35,Victor Gonzalez,"343 James Gateway, Ericville, 16213",790-807-5957,victor.gonzalez@hotmail.com,"7284 Walker Ports, North Alicia, 55967",Transparent PETG Filament,PET-730,8.56272E+12,PETG,Orange,750,ProtoPolymers,L3506,33.05,3,6.94,106.09
2025-04-08,fedd22d9-226c-4c6a-bfe5-a4b66be8c756,Nicolas Garcia,"9428 Young Mountains, Michaelfort, 56068",655.647.2929,nicolas.garcia@hotmail.com,"14386 Gonzalez Union, South Linda, 23649",Flexible TPU Filament,TPU-430,8.85745E+12,TPU,Purple,750,ProtoPolymers,L8136,44.76,3,9.4,143.68
2025-04-08,1440adec-1243-4b0f-a835-f080d9518f98,Brian Cervantes,"1754 Ward Point, Mauricechester, 16391",(939)982-4558x771,brian.cervantes@yahoo.com,"472 Danielle Junction, Welchshire, 53555",Pro ABS Filament,ABS-683,2.53554E+12,ABS,Black,500,3DFilaments,L8385,27.31,4,7.65,116.89
2025-04-09,075072d6-2bac-4712-96a9-19e886d895e5,Julie Meyer,"6220 Jessica Shore, Shelbyland, 28101",(611)178-0068,julie.meyer@gmail.com,"49216 Perez Street, Scottberg, 17707",Transparent PETG Filament,PET-599,0557784872823,PETG,Orange,750,PrintPro,L9098,45.52,2,6.37,97.41
2025-04-09,29cc0789-3ff9-4134-a50e-78e46fe633f1,Brittany Bryant,"968 Stout Orchard, Port Christopher, 40853",(642)400-8254x780,brittany.bryant@hotmail.com,"7406 Harper Underpass, New Nathanielchester, 73973",Pro ABS Filament,ABS-669,6.63416E+12,ABS,Black,750,3DFilaments,L6576,28.38,3,5.96,91.1
2025-04-09,f39ef1be-c025-43ea-97f2-a67814898025,Lisa Gutierrez,"22417 Nelson Road, Lopeztown, 20443",8021442703,lisa.gutierrez@gmail.com,"07356 Floyd Parks, Steventon, 43787",Standard PLA Filament,PLA-600,2.04619E+12,PLA,Red,1000,MakerStuff,L2402,27.23,4,7.62,116.54
2025-04-09,285eed0a-3fac-4317-96e8-27b0c552f3c5,David Tate,"67303 Moss Court, South Paul, 41409",208-814-7435x03136,david.tate@yahoo.com,"24916 Albert Canyon, Barkerberg, 49180",Flexible TPU Filament,TPU-195,7.19501E+12,TPU,Purple,500,ProtoPolymers,L9041,33.44,1,2.34,35.78
2025-04-09,6108ffcc-8186-422b-a355-ad05c6a28e4e,Jesse Holden,"573 Hannah Knolls, West Rachel, 64110",001-784-873-9285x574,jesse.holden@hotmail.com,"218 Shannon Viaduct, Ambermouth, 00595",Pro ABS Filament,ABS-584,2.09594E+12,ABS,Green,500,ProtoPolymers,L4986,29.18,3,6.13,93.67
2025-04-09,d5030b43-e3c7-4a9a-adab-ddab7dccc026,Felicia Cannon,"94565 Cole Shoals, North Maryberg, 23915",3173109678,felicia.cannon@hotmail.com,"940 Walker Stravenue, North Sarahborough, 86451",Flexible TPU Filament,TPU-460,1.70587E+12,TPU,Purple,1000,3DFilaments,L7971,49.89,3,10.48,160.15
2025-04-09,52cdadef-b9d2-46f4-937e-e4716e3b0507,Jessica Davenport,"38113 Lopez Pine, New Colleen, 23949",-7939,jessica.davenport@hotmail.com,"8528 Mahoney Island, Meganchester, 83501",Flexible TPU Filament,TPU-423,9.39837E+12,TPU,Yellow,750,3DFilaments,L5118,26.91,2,3.77,57.59
2025-04-09,7cffae92-2c43-4667-bb87-4b4acafbc4fe,Aaron Johnson,"9082 Smith Forges, Port Leslie, 90903",888-992-1075x224,aaron.johnson@yahoo.com,"334 Davis Locks, Lake Chris, 43059",Standard PLA Filament,PLA-383,9.1941E+12,PLA,Blue,1000,MakerStuff,L4138,26.48,4,7.41,113.33
2025-04-09,7ce4770e-32b7-4d80-8f2e-08d37b1dbca3,Robert Parrish,"90604 Luis Port, West Wayne, 29441",(067)998-1364,robert.parrish@yahoo.com,"25179 Amy Greens, South Warrenberg, 18178",Flexible TPU Filament,TPU-332,6.93898E+12,TPU,Purple,1000,3DFilaments,L2647,44.97,3,9.44,144.35
2025-04-09,4237692a-c017-466e-85f4-c0a28be27516,Gail Johnston,"66553 Cooper Shoal, Port Kevinstad, 81270",927.033.5211x039,gail.johnston@gmail.com,"0514 Ruiz Isle, Lake Amanda, 27213",Transparent PETG Filament,PET-380,8.79207E+12,PETG,Clear,500,3DFilaments,L1231,41.23,2,5.77,88.23
2025-04-09,af2f0773-58c6-4158-84b4-0ac928317f0d,Justin Mccormick,"407 Carl Shore, Elizabethstad, 14642",4636815798,justin.mccormick@gmail.com,"38780 John Pines, Matthewfurt, 98069",Standard PLA Filament,PLA-205,5.54384E+12,PLA,Red,500,3DFilaments,L3068,39.13,4,10.96,167.48
2025-04-09,ef0b743e-bee0-4762-b168-bdec4da838b7,Jeremiah Peterson,"2168 Robert Ports, South Tara, 79847",782-329-8324x82629,jeremiah.peterson@gmail.com,"1881 Lonnie Drive, Port Lucaschester, 54404",Standard PLA Filament,PLA-288,4.23122E+12,PLA,Red,1000,3DFilaments,L8690,34.35,3,7.21,110.26
2025-04-10,f06b6c12-9c8b-4550-a4e7-0f9a501a0ccf,Cheryl Carlson,"05172 Joseph Landing, Port Paul, 62609",(233)060-4633,cheryl.carlson@gmail.com,"27975 Clay Meadow, Parsonsfurt, 94899",Standard PLA Filament,PLA-603,9.98808E+12,PLA,Red,750,ProtoPolymers,L2869,44.65,4,12.5,191.1
2025-04-10,1d39e9c2-1758-4f23-9fa0-9802bbb71494,Amanda Terrell,"86803 Gonzales Hollow, Stevenchester, 39091",+1-082-771-8129x826,amanda.terrell@yahoo.com,"7027 Nicole Course, Marioburgh, 94659",Standard PLA Filament,PLA-187,7.51869E+12,PLA,Blue,1000,PrintPro,L3485,24.47,3,5.14,78.55
2025-04-10,d343bf88-d1f3-49b1-8ebb-8208a0ee404f,Kayla Barr,"222 Kayla Center, Parkermouth, 38352",+1-212-309-4077x7809,kayla.barr@yahoo.com,"39776 Miller Rapid, East Nicoleview, 81734",Pro ABS Filament,ABS-561,3.02205E+12,ABS,Black,500,ProtoPolymers,L4697,43.26,4,12.11,185.15
2025-04-10,42791490-5105-44f9-9909-49aa9bdd3d7a,Mark Miller,"62249 Tammy Summit, Sarahland, 39730",561-681-4721x45868,mark.miller@gmail.com,"390 Ashley Roads, South Jenniferport, 56475",Flexible TPU Filament,TPU-724,8.9953E+12,TPU,Yellow,750,ProtoPolymers,L6003,37.05,1,2.59,39.64
2025-04-10,22c0c475-a549-46d0-891a-5875cc18dd0e,Nicole Hall,"3010 Garrett Crest, Port Christina, 54847",(055)830-3441x44885,nicole.hall@gmail.com,"55699 Marilyn Fields, Marthafort, 62694",Standard PLA Filament,PLA-345,7.27858E+12,PLA,Blue,500,MakerStuff,L5335,39.8,2,5.57,85.17
2025-04-10,cc8ceba9-0662-400c-8188-de48719b2dd6,Angela Smith,"551 Juan Burgs, Tonyaside, 22254",001-962-914-5046,angela.smith@gmail.com,"3574 Alicia Extensions, West Kristenborough, 12638",Standard PLA Filament,PLA-805,7.82358E+12,PLA,White,1000,PrintPro,L3564,20.07,4,5.62,85.9
2025-04-10,4fb67094-123c-4911-abd8-ad4d3eacdb28,Erica Anderson,"076 Adam Cape, West Steventon, 14014",409.435.3344x85714,erica.anderson@gmail.com,"41098 Jamie Keys, Josephport, 75747",Flexible TPU Filament,TPU-819,9.58702E+12,TPU,Yellow,750,PrintPro,L4792,28.63,3,6.01,91.9
2025-04-10,79af8348-10bb-460d-87bf-63ee7ccd3dc0,Christopher Myers,"997 Edwards Viaduct, Lake Katherine, 70425",792-171-7477,christopher.myers@gmail.com,"29456 Holly Shores, Kristinamouth, 59913",Flexible TPU Filament,TPU-535,1.57725E+12,TPU,Yellow,500,MakerStuff,L5334,43.62,2,6.11,93.35
2025-04-10,98ae0666-d066-4d21-af7d-7f211bd6b03d,Richard Klein,"58148 Morales Loop, New John, 21344",615.396.6958x3219,richard.klein@yahoo.com,"99758 Lynn Fall, Stephanieland, 78916",Standard PLA Filament,PLA-173,6.57013E+12,PLA,Blue,1000,MakerStuff,L3441,47.24,2,6.61,101.09
2025-04-10,361241be-8b8c-47be-af68-9d6561ae3f21,Amanda Price,"733 Evans Underpass, Samanthachester, 94583",(190)986-2405x800,amanda.price@hotmail.com,"514 Joe Squares, Garrettfurt, 53720",Standard PLA Filament,PLA-805,2.72387E+12,PLA,Red,500,3DFilaments,L5728,33.16,4,9.28,141.92
2025-04-10,fbcbd6ec-86c2-4d8f-bb36-07b0baed6f49,Alexander Wong,"76212 Dalton Turnpike, Hansonmouth, 67271",(876)532-6909x73846,alexander.wong@hotmail.com,"500 Bush Creek, Nixonland, 19124",Pro ABS Filament,ABS-548,4.78189E+12,ABS,Green,1000,ProtoPolymers,L5460,35,4,9.8,149.8
2025-04-10,db9c9b7c-4674-40eb-87ed-c6dd9da4ec0f,Larry Brown,"8077 Berry Isle, Gomezport, 38408",(094)940-7929,larry.brown@gmail.com,"490 Washington Crossroad, Port Kristenview, 17873",Standard PLA Filament,PLA-126,4.01929E+12,PLA,Blue,1000,PrintPro,L8078,42.03,3,8.83,134.92
2025-04-11,87beb021-f636-44f5-90d0-f83dadb1be7a,Todd Lloyd,"51292 Mullins Loop, Youngmouth, 95659",+1-239-504-1027x6747,todd.lloyd@hotmail.com,"366 Baker Pines, Smithmouth, 50571",Standard PLA Filament,PLA-581,0185694544143,PLA,Blue,500,PrintPro,L5415,37.28,2,5.22,79.78
2025-04-11,90e9e294-a5dd-4836-a65f-a9fac38c2eaf,Destiny Myers,"393 Byrd Falls, Amytown, 09407",6181753443,destiny.myers@gmail.com,"91093 Jean Crest, Port Cassandrafurt, 86535",Flexible TPU Filament,TPU-750,2.12447E+12,TPU,Purple,1000,ProtoPolymers,L5557,25.43,4,7.12,108.84
2025-04-11,642e3a16-e795-43fb-946f-cba3b336d143,Fernando Jones,"66504 Thompson Cliff, Krauseborough, 80494",(271)286-3917x4101,fernando.jones@gmail.com,"470 Hernandez Route, North Elizabethview, 20372",Flexible TPU Filament,TPU-786,9.08777E+12,TPU,Yellow,500,ProtoPolymers,L6700,32.24,3,6.77,103.49
2025-04-11,ff12fe28-b840-4136-867e-4b72316e8645,Stephanie Meyers,"1985 Maldonado Locks, Lake Wendyland, 48388",-9011,stephanie.meyers@yahoo.com,"615 Miller Roads, Mossberg, 05180",Standard PLA Filament,PLA-778,9.37618E+12,PLA,Blue,500,3DFilaments,L7744,40.8,3,8.57,130.97
2025-04-11,565c1e3f-6d1c-41d6-b3e0-4a38cdf0aaba,Matthew Morgan,"061 Lindsay Shores, Bentleyside, 20024",001-931-027-0790x3202,matthew.morgan@hotmail.com,"41792 Lisa Coves, South Brookebury, 08772",Transparent PETG Filament,PET-431,6.51983E+12,PETG,Orange,1000,PrintPro,L8451,22.63,3,4.75,72.64
2025-04-11,d3946dc7-a08f-41c6-9688-8e84f346bbe7,Bryan Hill,"2582 Sanchez Prairie, East Craigfurt, 21178",7100219467,bryan.hill@hotmail.com,"32487 Allen Extensions, New Hectorfort, 80723",Standard PLA Filament,PLA-292,4.56083E+12,PLA,Blue,750,PrintPro,L9889,33.85,1,2.37,36.22
2025-04-11,e5fbc1c0-ad46-4549-bf41-13cb32e15f17,Michelle Hatfield,"373 Brown Creek, Lake Megan, 62683",220.054.3645x9701,michelle.hatfield@hotmail.com,"82207 Chad Freeway, Watkinsmouth, 55428",Flexible TPU Filament,TPU-373,5.31531E+12,TPU,Purple,750,ProtoPolymers,L8242,42.79,2,5.99,91.57
2025-04-11,3768c85b-fee3-4baa-9cb9-13b47d3d16ca,Thomas Washington,"2397 Paul Dale, Cortezstad, 35850",520.904.2177,thomas.washington@yahoo.com,"53492 Belinda Plaza, North Robert, 68890",Flexible TPU Filament,TPU-224,9.77406E+12,TPU,Purple,500,3DFilaments,L8178,46.42,4,13,198.68
2025-04-11,df1e04cb-ca34-4e3c-af58-9a8167c5b29b,Patricia Vargas,"90600 Quinn Parkways, South Amandafort, 91812",773-180-6325,patricia.vargas@yahoo.com,"10742 Hodge Summit, South Stevenberg, 92662",Standard PLA Filament,PLA-665,5.70166E+12,PLA,Red,1000,MakerStuff,L3594,29.31,1,2.05,31.36
2025-04-11,805f0892-7c79-4dd9-b3d1-2f3e5860c4f4,Amy Norton,"195 Zachary Spring, Pamelaville, 50695",(790)552-8183x253,amy.norton@hotmail.com,"79335 Hurst Parkway, Ramirezland, 49366",Transparent PETG Filament,PET-763,8.17885E+12,PETG,Orange,500,MakerStuff,L2858,33.83,1,2.37,36.2
2025-04-11,913767ab-4dd8-4715-b53f-f3e271fc5136,Christopher Myers,"41124 Heidi Parks, Port James, 82719",4682756704,christopher.myers@gmail.com,"03856 Rios Turnpike, Toddhaven, 72389",Standard PLA Filament,PLA-954,2.42438E+12,PLA,White,750,3DFilaments,L9337,41.15,4,11.52,176.12
2025-04-11,f1aa9ba0-f838-41c5-8a32-1d2ae55ec749,Stephen Jackson,"84222 John Canyon, Autumnmouth, 34633",(238)055-2578x284,stephen.jackson@gmail.com,"67275 Adam Streets, Deborahport, 62617",Flexible TPU Filament,TPU-295,9.29752E+12,TPU,Yellow,750,MakerStuff,L8483,36.53,4,10.23,156.35
2025-04-12,bdd4c1f2-71b8-4ce0-a347-2e25ba5498fd,Angel Williamson,"75150 Brandy Forges, Jamesland, 71071",186.375.9980x562,angel.williamson@hotmail.com,"5650 Cooper Inlet, Sawyerland, 28772",Flexible TPU Filament,TPU-448,6.74266E+12,TPU,Purple,1000,MakerStuff,L2143,28.28,4,7.92,121.04
2025-04-12,b0167db8-e823-4943-bdec-46052deb57f9,Kevin Mcneil,"519 Davis Lodge, Robertside, 61071",001-923-264-8704x947,kevin.mcneil@hotmail.com,"730 Eric Hills, Martinezport, 55178",Flexible TPU Filament,TPU-986,3.01472E+12,TPU,Purple,750,PrintPro,L5634,41.77,4,11.7,178.78
2025-04-12,d2c4c286-5a04-41c9-947d-efcf88cfc53d,Miranda Burton,"1589 Megan Estates, East Luisberg, 47344",(045)650-4481,miranda.burton@hotmail.com,"21928 Brennan Views, Josephstad, 13062",Standard PLA Filament,PLA-566,2.02846E+12,PLA,White,750,ProtoPolymers,L6654,29.96,4,8.39,128.23
2025-04-12,1b99eb83-3244-4f07-8ae2-63e06e663c0a,Eric Walker,"89888 Robert Club, Port Davidtown, 63352",(452)798-5240x132,eric.walker@hotmail.com,"34232 Roger Track, North Andrewfort, 99766",Transparent PETG Filament,PET-144,0890714014017,PETG,Clear,500,MakerStuff,L7274,27,4,7.56,115.56
2025-04-12,2f64672f-96e1-4522-b2b8-d6985dd0855c,Kimberly Mora,"93250 Dustin Summit, Stacystad, 46664",(893)891-1908,kimberly.mora@gmail.com,"342 Teresa Courts, New Melissa, 62722",Transparent PETG Filament,PET-607,7.12566E+12,PETG,Clear,1000,ProtoPolymers,L7246,31.57,2,4.42,67.56
2025-04-12,56b09052-32f7-4350-b9a7-32dc5d1c1906,David Rodriguez,"75480 Mark Crescent, Campbellport, 90553",386.463.1752x071,david.rodriguez@yahoo.com,"8112 Morales Ramp, Lake Saraburgh, 08982",Standard PLA Filament,PLA-202,3.96137E+12,PLA,Red,500,3DFilaments,L2644,46.22,4,12.94,197.82
2025-04-12,cf3a2f8d-57f7-41e3-8add-397642fc7edf,Michael Estrada,"7842 Rodriguez Glen, Crawfordberg, 04396",017-026-9524,michael.estrada@hotmail.com,"118 Sparks Flats, Ebonyfort, 66665",Flexible TPU Filament,TPU-176,8.80062E+12,TPU,Purple,750,PrintPro,L3361,32.29,2,4.52,69.1
2025-04-12,e42f0c28-c3e3-4148-86e2-e861957edc3c,Barry Thompson,"427 Taylor Stravenue, Freemanville, 75061",+1-788-977-8280x64796,barry.thompson@hotmail.com,"545 Anthony Cape, Port Michael, 97763",Flexible TPU Filament,TPU-972,5.61656E+12,TPU,Yellow,750,3DFilaments,L7512,39.49,3,8.29,126.76
2025-04-12,c982a300-f95f-47e6-98ea-e31ba2ac7896,Deborah Watkins,"141 Jackson Plain, Benjaminchester, 74956",640.790.5696x59171,deborah.watkins@hotmail.com,"357 Jackson Hills, Taraborough, 65637",Flexible TPU Filament,TPU-732,1.8344E+12,TPU,Purple,750,3DFilaments,L8994,46.16,1,3.23,49.39
2025-04-12,d8186112-4cde-4ddb-83f9-c78caf704164,Jennifer Lane,"541 Simmons Key, Lake Madisonhaven, 39810",(853)664-9878x20829,jennifer.lane@yahoo.com,"74896 Alexa Lakes, Hernandezberg, 98337",Standard PLA Filament,PLA-200,6.65136E+12,PLA,Blue,500,3DFilaments,L4727,42.39,4,11.87,181.43
2025-04-12,171a8b65-e272-47ca-bf17-6b5540767e21,Richard Wilson,"03477 Henderson Camp, East Joseph, 04320",482-070-0159x416,richard.wilson@yahoo.com,"162 Daniel Street, New Elizabethshire, 69347",Standard PLA Filament,PLA-432,3.9156E+12,PLA,Blue,750,MakerStuff,L5906,47.09,1,3.3,50.39
2025-04-12,71414f58-db8e-435b-bc83-861eddf0a0a2,Gregory Booker,"6490 Ferguson Squares, West Amyfort, 89988",425.754.0900,gregory.booker@hotmail.com,"348 Parker Squares, Rebeccaville, 70612",Standard PLA Filament,PLA-643,6.06441E+12,PLA,Red,750,3DFilaments,L7141,32.91,2,4.61,70.43
2025-04-13,7394d796-51c4-443b-b07d-b671caea9ae5,Natasha Wang,"0417 Mclaughlin Ville, Jenniferville, 21517",001-481-569-8570x027,natasha.wang@hotmail.com,"06345 Daniel Gateway, Port Brooke, 54281",Transparent PETG Filament,PET-734,7.24295E+12,PETG,Orange,1000,MakerStuff,L3785,25.24,4,7.07,108.03
2025-04-13,34e420bf-db38-4306-ae6a-3d5b2154be4a,Phillip Bennett,"300 Rebecca Mountain, West Jacqueline, 22620",6969421529,phillip.bennett@gmail.com,"86771 Jennifer Field, Keithfort, 50580",Pro ABS Filament,ABS-570,9.34363E+12,ABS,Black,750,MakerStuff,L4804,33.82,3,7.1,108.56
2025-04-13,e0bdd765-56d4-4952-ae29-e80e7e2ac03a,Christine Solomon,"9710 Anderson Islands, Mcdanielfurt, 93359",(941)180-0537x59900,christine.solomon@yahoo.com,"964 Lambert Curve, New Harryburgh, 66528",Pro ABS Filament,ABS-175,7.21586E+12,ABS,Green,1000,PrintPro,L8622,47.03,2,6.58,100.64
2025-04-13,d5bf85f3-2e3f-474c-88bb-db12de4097c3,Victor Mcpherson,"5644 Black Mews, West Jillian, 64893",001-287-032-0320x74276,victor.mcpherson@gmail.com,"0758 Ellis Creek, North Michael, 27204",Flexible TPU Filament,TPU-965,2.84994E+12,TPU,Yellow,750,3DFilaments,L7951,40.7,4,11.4,174.2
2025-04-13,dd926cbf-c558-4a17-b70d-78a03d75e423,Samantha Sanchez,"1504 Phillip Ramp, Port Marcustown, 11126",774.905.0975x923,samantha.sanchez@gmail.com,"450 Amy Rapids, Davisview, 23833",Pro ABS Filament,ABS-685,6.10327E+12,ABS,Green,500,ProtoPolymers,L8916,23.19,4,6.49,99.25
2025-04-13,20b6d43c-fbf3-4106-a60b-13e04ce6929f,Laurie Fitzgerald,"9251 Hunt Overpass, Mcclurefort, 35691",001-961-659-2661,laurie.fitzgerald@gmail.com,"573 Sarah Pine, West Taylorland, 63102",Transparent PETG Filament,PET-381,4.38649E+12,PETG,Clear,1000,3DFilaments,L5837,20.65,4,5.78,88.38
2025-04-13,67b41520-b11a-4696-b5cd-3e5c7a248720,William Gutierrez,"9454 Kayla Brook, Lake Dorothyburgh, 24383",(016)459-7794x5232,william.gutierrez@gmail.com,"941 Ferguson Avenue, Wilsonburgh, 86458",Standard PLA Filament,PLA-894,9.74996E+12,PLA,Red,1000,PrintPro,L9138,44.98,3,9.45,144.39
2025-04-13,1a482803-0204-4c81-9577-32970d093c73,James Cabrera,"303 Wong Run, South Megan, 71094",147.276.0122,james.cabrera@hotmail.com,"777 Michelle Prairie, East Kenneth, 51846",Pro ABS Filament,ABS-794,6.67998E+12,ABS,Black,1000,3DFilaments,L4588,39.09,3,8.21,125.48
2025-04-13,6ab76840-f5b5-4c71-a3ef-5e69b61d56f5,Brittany Carr,"730 Robert Island, West Patriciachester, 62542",795-760-2437,brittany.carr@yahoo.com,"3839 Dorsey Walk, Andersonport, 95265",Standard PLA Filament,PLA-134,5.72934E+12,PLA,White,1000,PrintPro,L1645,29.26,4,8.19,125.23
2025-04-13,c83b6467-9c12-47d2-9c4e-7b65c81a5f0f,Catherine Garcia,"7433 Yvette Knolls, Michaelburgh, 23401",015.619.3183x74550,catherine.garcia@hotmail.com,"2891 Sara Mill, Estesville, 14380",Transparent PETG Filament,PET-865,1.80812E+12,PETG,Clear,1000,MakerStuff,L2476,47.28,3,9.93,151.77
2025-04-13,c25a6eb3-64ad-4905-8fbc-63776f1f5c6a,Kathleen Jimenez,"25521 Scott Mall, East Maryfort, 45238",821-456-5328x6326,kathleen.jimenez@yahoo.com,"7850 Thomas Branch, North Matthewfurt, 22039",Transparent PETG Filament,PET-643,0290846684551,PETG,Orange,500,MakerStuff,L3165,43.59,3,9.15,139.92
2025-04-13,5f7b8b00-d772-4330-8f58-9a93bb63721d,Alan Ramirez,"926 Schneider Plains, Terryfurt, 26360",108-562-8843x1884,alan.ramirez@hotmail.com,"2008 Allen Trail, Jessicahaven, 14976",Flexible TPU Filament,TPU-925,4.85102E+12,TPU,Purple,750,MakerStuff,L5210,47.41,4,13.27,202.91
2025-04-14,7fb32568-9594-4ea8-8381-6e47df3c5c8a,Tonya Trujillo,"989 Michael Haven, Lake Nicholas, 97168",158.935.7126,tonya.trujillo@yahoo.com,"10627 Sean Land, Chapmanhaven, 52245",Pro ABS Filament,ABS-244,6.77623E+12,ABS,Green,1000,3DFilaments,L2886,34.04,1,2.38,36.42
2025-04-14,e6793a4b-73ce-4f7c-90d5-e87e4f489f45,Michelle Wilson,"77028 Dorsey Crest, Rodriguezstad, 75443",082-154-5447x0229,michelle.wilson@yahoo.com,"44327 David Keys, Port Bradleyfort, 75613",Pro ABS Filament,ABS-114,5.67923E+12,ABS,Black,1000,ProtoPolymers,L6992,22.7,4,6.36,97.16
2025-04-14,889654b2-ce92-4059-95ab-7cd271b905c8,Christopher Weber,"663 Morgan Cape, Fitzgeraldland, 22208",001-094-818-1398x909,christopher.weber@hotmail.com,"78018 Suzanne Harbor, East Maria, 76464",Pro ABS Filament,ABS-698,9.56907E+12,ABS,Green,1000,PrintPro,L8451,31.05,3,6.52,99.67
2025-04-14,683629ce-8d99-47fa-b6fe-acd6517e7f4a,Michele Stewart,"1118 Justin Falls, Kaylaberg, 40713",(209)520-0461x52654,michele.stewart@yahoo.com,"03399 Trevor Terrace, Averyview, 08448",Transparent PETG Filament,PET-125,1.7063E+12,PETG,Orange,1000,3DFilaments,L2775,40.24,4,11.27,172.23
2025-04-14,6532b3ae-16f7-41ac-8cf6-a29711e74656,Denise Martinez,"671 Krista Divide, Amberburgh, 32634",-10113,denise.martinez@gmail.com,"4946 Kirby Forest, Brandonside, 74305",Flexible TPU Filament,TPU-817,1.28464E+12,TPU,Purple,750,MakerStuff,L2035,39.05,4,10.93,167.13
2025-04-14,ae38cf46-47f8-4de4-8227-e0f205106943,Joshua Bates,"5379 Smith Square, Lake Sandra, 80295",002.687.6811x8071,joshua.bates@yahoo.com,"9562 David Land, South Albert, 97906",Pro ABS Filament,ABS-411,5.31943E+12,ABS,Green,1000,ProtoPolymers,L2911,24.18,1,1.69,25.87
